EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,HELIOGRAPHIC_LATITUDE_deg,HELIOGRAPHIC_LONGITUDE_deg,BR_(RTN)_nT,BT_(RTN)_nT,BN_(RTN)_nT,FIELD_MAGNITUDE_AVG._nT,BULK_FLOW_SPEED_km/s,ELEVATION_ANGLE_Deg,AZIMUTH_ANGLE_Deg,ION_DENSITY_N/cm3,TEMPERATURE_Deg_K
 2019-03-23T17:00:00.000Z,-7,105.7,0.9,-3.4,0.1,3.6,272,0.3,-0.1,7.4,15714
 2019-03-23T18:00:00.000Z,-7,105.7,1.3,-3.3,0.5,3.7,272,-0.3,0,7.1,16102
 2019-03-23T19:00:00.000Z,-7,105.8,1,-3,0.6,3.5,273,-0.9,0.1,6.6,16759
 2019-03-23T20:00:00.000Z,-7,105.8,1.9,-2.6,0.7,3.4,270,-0.6,0.1,6.3,16860
 2019-03-23T21:00:00.000Z,-7,105.9,1.1,-2.5,1.2,3.1,270,-0.9,0.1,6.6,15663
 2019-03-23T22:00:00.000Z,-7,105.9,1.5,-2,1.3,2.9,268,-1,0,6.4,15822
 2019-03-23T23:00:00.000Z,-7,105.9,1.8,-2,0.9,2.9,265,-0.9,0.2,5.4,14246
 2019-03-24T00:00:00.000Z,-7,106,2,-1.8,0.9,3,263,-1,0.3,4.7,12919
 2019-03-24T01:00:00.000Z,-7,106,1.8,-1.4,0.9,2.7,263,-1,0.2,4.8,13866
 2019-03-24T02:00:00.000Z,-7,106.1,2.6,0.1,0.3,2.7,261,-0.8,-0.4,4.2,12496
 2019-03-24T03:00:00.000Z,-7,106.1,2.5,-0.5,-0.6,2.7,261,0.1,0.4,4.5,9100
 2019-03-24T04:00:00.000Z,-7,106.2,2,-1.4,-0.2,2.5,262,-0.1,1.1,5.3,12792
 2019-03-24T05:00:00.000Z,-7,106.2,2.1,-1.5,-0.6,2.7,261,0.1,1.3,5.2,12170
 2019-03-24T06:00:00.000Z,-7,106.2,2.2,-0.7,1.1,2.7,259,-1.1,0.5,4.6,12926
 2019-03-24T07:00:00.000Z,-7,106.3,1.7,-1.5,0.5,2.5,259,-0.3,1,4.8,12424
 2019-03-24T08:00:00.000Z,-7,106.3,0.3,-2.2,-0.8,2.6,268,-0.2,1,7.1,13457
 2019-03-24T09:00:00.000Z,-7,106.4,1.7,-1.8,0.8,2.8,263,-1.5,0.8,7.6,12284
 2019-03-24T10:00:00.000Z,-7,106.4,1.3,-1.2,1.5,2.3,264,-1.7,0.4,8.3,13173
 2019-03-24T11:00:00.000Z,-7,106.4,0.9,-1.8,0.5,2.1,266,-0.9,-0.1,9.4,9351
 2019-03-24T12:00:00.000Z,-7,106.5,0.8,-1.9,-0.2,2.2,263,-0.9,0.3,9.3,9146
 2019-03-24T13:00:00.000Z,-7,106.5,1.1,-1.2,0.5,1.7,263,-1.2,-0.2,9.8,10224
 2019-03-24T14:00:00.000Z,-7,106.6,1.1,-0.9,0.2,1.5,265,-1.2,-0.6,11,10353
 2019-03-24T15:00:00.000Z,-7,106.6,1.3,-1.1,0,1.7,265,-1.2,-0.4,11.1,9420
 2019-03-24T16:00:00.000Z,-6.9,106.6,1.2,-0.9,-0.2,1.9,265,-1.2,0.1,11.3,9238
 2019-03-24T17:00:00.000Z,-6.9,106.7,0.8,-0.6,1.5,1.8,266,-2.4,0,11.5,7989
 2019-03-24T18:00:00.000Z,-6.9,106.7,0.4,-1,0.8,1.7,267,-2.1,0.4,12,8377
 2019-03-24T19:00:00.000Z,-6.9,106.8,1.3,-1,1,1.9,268,-1.8,0.9,12.8,9102
 2019-03-24T20:00:00.000Z,-6.9,106.8,0.6,-1.9,0.7,2.5,269,-1.5,1.6,13.1,8618
 2019-03-24T21:00:00.000Z,-6.9,106.9,-0.2,-2.5,-0.5,2.7,273,-0.7,2.1,14.7,8648
 2019-03-24T22:00:00.000Z,-6.9,106.9,1.1,-3.8,-0.7,4.9,296,1.2,2.5,30,19943
 2019-03-24T23:00:00.000Z,-6.9,106.9,0.7,-3.9,-0.7,5.3,302,1.8,1.9,32.1,21605
 2019-03-25T00:00:00.000Z,-6.9,107,-0.4,-0.6,2.3,3.1,303,2.4,2.7,34.1,20621
 2019-03-25T01:00:00.000Z,-6.9,107,1.4,-5.5,0.9,7.1,312,1.5,-0.8,19.1,42511
 2019-03-25T02:00:00.000Z,-6.9,107.1,1.4,-5.5,-0.8,6.7,312,1.5,-1.3,14.6,66481
 2019-03-25T03:00:00.000Z,-6.9,107.1,2.2,-4.6,-3.4,6.3,308,2.7,-2.1,14.2,77011
 2019-03-25T04:00:00.000Z,-6.9,107.1,2.3,-5,-2.2,6.2,307,3.5,-2.9,14.1,78545
 2019-03-25T05:00:00.000Z,-6.9,107.2,1.5,-4.1,-1.7,5.2,311,2.2,-2.5,15.1,80892
 2019-03-25T06:00:00.000Z,-6.9,107.2,0.2,-2.7,1.9,5,321,-0.3,-2.6,13.4,82000
 2019-03-25T07:00:00.000Z,-6.9,107.3,-1.1,-1.1,2.5,3.6,331,-1.5,-2.7,12.3,84940
 2019-03-25T08:00:00.000Z,-6.9,107.3,-1.6,0.6,3.3,4.6,338,-1.9,-1.7,11.5,58393
 2019-03-25T09:00:00.000Z,-6.9,107.4,-2.5,3,3,5,341,-2,-2.8,11.6,39376
 2019-03-25T10:00:00.000Z,-6.9,107.4,-3.2,2.9,1.8,4.9,339,-1.6,-3,11,39843
 2019-03-25T11:00:00.000Z,-6.9,107.4,-2.7,1.7,1.5,4.3,335,-1.4,-2.3,10.9,39912
 2019-03-25T12:00:00.000Z,-6.9,107.5,-1.4,3.7,1.3,4.2,326,-0.4,-2.9,9.8,37542
 2019-03-25T13:00:00.000Z,-6.9,107.5,-0.7,3.1,1,3.7,324,-0.9,-2.9,9.6,45174
 2019-03-25T14:00:00.000Z,-6.9,107.6,0.2,2.4,1.2,3.8,319,-2.2,-1.8,11.5,30879
 2019-03-25T15:00:00.000Z,-6.9,107.6,0.4,3.3,1.1,4.2,315,-2.4,-0.3,13.4,20523
 2019-03-25T16:00:00.000Z,-6.9,107.6,-0.2,4.5,0.7,4.8,316,-2.3,-1.4,13.8,16946
 2019-03-25T17:00:00.000Z,-6.9,107.7,-1.6,-0.7,3.5,4.5,320,-2.9,-1.5,14.5,27389
 2019-03-25T18:00:00.000Z,-6.9,107.7,-2.1,-4,2.6,5.5,323,-3,0.6,12.1,30042
 2019-03-25T19:00:00.000Z,-6.9,107.8,-1.2,-5,2.4,5.8,321,-4,1.3,12,32482
 2019-03-25T20:00:00.000Z,-6.9,107.8,-0.6,-3.4,4.1,5.7,323,-3.4,0.5,14,29592
 2019-03-25T21:00:00.000Z,-6.9,107.9,0.9,6.3,2,6.9,319,-2.5,-1.3,15,15307
 2019-03-25T22:00:00.000Z,-6.9,107.9,-0.2,2.8,2,5,322,-0.9,0.5,18.2,29921
 2019-03-25T23:00:00.000Z,-6.9,107.9,-0.2,2.3,4.7,6.6,328,-1.8,1.3,14.2,38884
 2019-03-26T00:00:00.000Z,-6.9,108,0.2,7.4,2.9,8.4,328,-1.7,-0.4,11.7,28348
 2019-03-26T01:00:00.000Z,-6.9,108,0,7.6,2.7,8.2,329,-1.8,0.2,11.9,25472
 2019-03-26T02:00:00.000Z,-6.9,108.1,0.5,-2.9,-4.5,6.4,328,-1,-0.8,14.3,59082
 2019-03-26T03:00:00.000Z,-6.9,108.1,-0.7,0.2,-6.6,6.9,332,-0.7,-1.8,12.9,64131
 2019-03-26T04:00:00.000Z,-6.9,108.1,0.3,0.4,3.5,6.5,334,-2.9,-1.1,12.8,67152
 2019-03-26T05:00:00.000Z,-6.9,108.2,-0.9,-1.5,6.4,6.9,332,-3.6,-0.1,12.7,61456
 2019-03-26T06:00:00.000Z,-6.9,108.2,0.6,-0.1,5.1,6.1,326,-3.6,-0.6,13.7,72226
 2019-03-26T07:00:00.000Z,-6.9,108.3,2.4,0.1,3.6,5.2,324,-3.5,-0.2,12.9,75484
 2019-03-26T08:00:00.000Z,-6.9,108.3,2.7,1.1,3.6,5.3,325,-2.9,-1.1,12.3,71728
 2019-03-26T09:00:00.000Z,-6.9,108.4,1.9,-2,4.7,6,330,-3.2,0.4,11.7,62532
 2019-03-26T10:00:00.000Z,-6.9,108.4,1.4,2.2,5.6,6.8,332,-2.6,-0.1,10.4,52096
 2019-03-26T11:00:00.000Z,-6.9,108.4,1.5,-2.9,2.9,7.1,335,-2.6,0.8,10.4,49079
 2019-03-26T12:00:00.000Z,-6.9,108.5,0.2,-6,-0.5,7,345,-1.8,-0.3,9.4,56704
 2019-03-26T13:00:00.000Z,-6.9,108.5,-0.6,-5.9,2.7,6.9,351,-1.4,-0.7,8.4,61559
 2019-03-26T14:00:00.000Z,-6.9,108.6,2.2,-5.6,2.5,6.8,342,-3.1,0.1,7.1,54539
 2019-03-26T15:00:00.000Z,-6.9,108.6,1.9,-5.4,1.3,6.4,351,-1.7,-0.5,7.3,72830
 2019-03-26T16:00:00.000Z,-6.9,108.6,2.2,-5.9,0.3,6.6,350,-0.4,-1.7,7.5,84285
 2019-03-26T17:00:00.000Z,-6.9,108.7,2.2,-4.1,3.9,6.3,349,-1.8,-1.4,6.9,79471
 2019-03-26T18:00:00.000Z,-6.9,108.7,-0.3,-4.4,3.3,6,351,-1,-0.1,7.2,79351
 2019-03-26T19:00:00.000Z,-6.9,108.8,-0.1,-3.8,3.8,5.6,351,-1.4,-0.5,7.4,73157
 2019-03-26T20:00:00.000Z,-6.9,108.8,1.4,-4.2,2.6,5.6,347,-2.3,0,7.7,74366
 2019-03-26T21:00:00.000Z,-6.9,108.9,0.1,-1.9,-1.3,5.1,356,-1.2,-1.3,9.3,69809
 2019-03-26T22:00:00.000Z,-6.9,108.9,1.3,-4.7,3.1,6.1,352,-1.9,0.8,7.9,61579
 2019-03-26T23:00:00.000Z,-6.9,108.9,-1.1,-0.8,-0.8,2.4,359,0.4,-0.9,16.5,44310
 2019-03-27T00:00:00.000Z,-6.9,109,0.2,1,-2.4,2.8,362,-0.8,-1,19,27265
 2019-03-27T01:00:00.000Z,-6.9,109,-0.7,1.5,-2,2.7,358,-0.9,-0.5,18.7,30940
 2019-03-27T02:00:00.000Z,-6.9,109.1,-0.1,0,-0.4,2.2,355,-0.3,-0.8,17.4,39174
 2019-03-27T03:00:00.000Z,-6.9,109.1,1,1,0.2,2,352,0.7,-0.9,18.5,37136
 2019-03-27T04:00:00.000Z,-6.9,109.1,1.6,1.5,-1.8,3,351,0.3,0.1,18.1,32580
 2019-03-27T05:00:00.000Z,-6.9,109.2,-0.1,-5.4,1.9,6,353,-0.5,2.5,8.7,51734
 2019-03-27T06:00:00.000Z,-6.8,109.2,0.2,-2.4,1,5.5,345,-0.8,1.6,11.2,41268
 2019-03-27T07:00:00.000Z,-6.8,109.3,-1.1,2,-2.8,3.7,350,0.3,1.1,16.8,25313
 2019-03-27T08:00:00.000Z,-6.8,109.3,0.4,4.4,-1.1,4.9,357,1.6,-0.9,9.3,50485
 2019-03-27T09:00:00.000Z,-6.8,109.4,-1.2,5.4,-1.2,5.8,350,2.8,0.4,7.9,50986
 2019-03-27T10:00:00.000Z,-6.8,109.4,0.7,2.9,-3.3,5.3,356,2.1,-0.6,7.9,53220
 2019-03-27T11:00:00.000Z,-6.8,109.4,0.5,5.3,-2.6,6,360,1.2,0.4,7.1,47854
 2019-03-27T12:00:00.000Z,-6.8,109.5,-1.3,4.7,-2.3,5.6,358,0.9,0.6,7.7,51692
 2019-03-27T13:00:00.000Z,-6.8,109.5,-1.5,3.7,-0.6,4.7,354,1.1,0.7,8.8,55306
 2019-03-27T14:00:00.000Z,-6.8,109.6,-0.8,0.7,-2.4,3.8,357,1.3,-0.1,8.7,61480
 2019-03-27T15:00:00.000Z,-6.8,109.6,-1.3,3,-1.2,3.9,360,0.8,0.3,8.9,63514
 2019-03-27T16:00:00.000Z,-6.8,109.6,-1.2,3.2,1.1,4.2,361,1.8,0.5,8.6,61236
 2019-03-27T17:00:00.000Z,-6.8,109.7,-0.5,3.3,-2,4.1,368,0.8,0.5,8.6,61764
 2019-03-27T18:00:00.000Z,-6.8,109.7,-2.8,2.4,-1.9,4.4,366,1.1,0.7,8.5,59278
 2019-03-27T19:00:00.000Z,-6.8,109.8,-2.4,2.6,-1.5,4.3,371,0.9,1.4,9.3,59503
 2019-03-27T20:00:00.000Z,-6.8,109.8,-4.8,1.2,-0.7,5.2,355,1.3,1.5,8.2,53175
 2019-03-27T21:00:00.000Z,-6.8,109.8,-5,2.7,-1,6,347,1.2,3.4,6.9,38972
 2019-03-27T22:00:00.000Z,-6.8,109.9,-6.5,0.8,-0.3,6.5,336,1.9,1.6,7,40741
 2019-03-27T23:00:00.000Z,-6.8,109.9,-6.6,1,-0.6,6.7,337,1.5,2.8,7.1,38751
 2019-03-28T00:00:00.000Z,-6.8,110,-6.6,0.3,0.1,6.6,340,2.9,2.2,7.5,46672
 2019-03-28T01:00:00.000Z,-6.8,110,-6.4,-0.1,-0.2,6.9,350,2.7,2.4,10.6,56619
 2019-03-28T02:00:00.000Z,-6.8,110.1,-5.3,2.1,0.5,7.2,360,3.8,3.5,13,65585
 2019-03-28T03:00:00.000Z,-6.8,110.1,-6,2.6,0.4,7.3,355,4.6,2.8,13,65880
 2019-03-28T04:00:00.000Z,-6.8,110.1,-5,6.1,0,8.2,369,3,4.1,15.6,69191
 2019-03-28T05:00:00.000Z,-6.8,110.2,-6.5,7.3,0.2,10.4,397,1,2.9,10.6,44288
 2019-03-28T06:00:00.000Z,-6.8,110.2,-7.9,9,0.4,12.2,409,0.4,4,10.4,26044
 2019-03-28T07:00:00.000Z,-6.8,110.3,-8.2,9.1,-0.3,12.8,398,3.4,3.7,13.4,27714
 2019-03-28T08:00:00.000Z,-6.8,110.3,-10.2,6.4,2.6,12.4,399,2.2,2.6,13.3,29872
 2019-03-28T09:00:00.000Z,-6.8,110.3,-11.8,4.4,5.1,13.7,394,1.9,2.5,9.6,23403
 2019-03-28T10:00:00.000Z,-6.8,110.4,-9.1,-1.5,6.9,12.5,414,0.2,1,6.6,64613
 2019-03-28T11:00:00.000Z,-6.8,110.4,-6.3,1.3,3.3,9.1,429,-2.7,2.8,7.3,163442
 2019-03-28T12:00:00.000Z,-6.8,110.5,0.4,4.4,0.3,8.4,425,-2.4,0,6.8,217128
 2019-03-28T13:00:00.000Z,-6.8,110.5,5.5,3.2,-1.3,9.4,426,-3.2,-0.4,6.9,238190
 2019-03-28T14:00:00.000Z,-6.8,110.6,-3.5,3.2,1.7,7.9,451,-2,-2.6,7.7,176155
 2019-03-28T15:00:00.000Z,-6.8,110.6,-4.2,-1.5,1.4,6,485,-4.7,-2.6,8,197215
 2019-03-28T16:00:00.000Z,-6.8,110.6,-3.5,-0.9,-1.3,5.7,481,-3.4,-3.8,7.3,191942
 2019-03-28T17:00:00.000Z,-6.8,110.7,-4.9,2.8,0.6,6.4,483,-1.3,-2.1,5.1,148074
 2019-03-28T18:00:00.000Z,-6.8,110.7,-5.6,-1.5,1.6,6.3,484,-0.9,-6.7,4,143801
 2019-03-28T19:00:00.000Z,-6.8,110.8,-5.8,-0.9,0.5,6,475,-1.6,-6.9,3.4,112915
 2019-03-28T20:00:00.000Z,-6.8,110.8,-5.3,2.6,-0.5,6.2,477,-2.1,-3.7,3.4,103428
 2019-03-28T21:00:00.000Z,-6.8,110.8,-3.5,2.7,-1.1,5.9,515,-1.9,-4.5,4,139323
 2019-03-28T22:00:00.000Z,-6.8,110.9,-5.8,3.4,0.4,6.7,520,-1.6,-4.7,3.3,102014
 2019-03-28T23:00:00.000Z,-6.8,110.9,-5.4,2.7,-0.8,6.2,525,-1.4,-4.1,3.4,109327
 2019-03-29T00:00:00.000Z,-6.8,111,-5,1.1,0.1,5.2,512,-1.8,-3.1,3.9,147624
 2019-03-29T01:00:00.000Z,-6.8,111,-5.6,1.3,1.6,6,520,-1.8,-3.8,3.3,102406
 2019-03-29T02:00:00.000Z,-6.8,111.1,-4.6,1.2,1.7,5.2,509,-0.5,-4.1,3.4,107782
 2019-03-29T03:00:00.000Z,-6.8,111.1,-4,0.8,0.5,4.3,510,-0.2,-3.7,3.6,139984
 2019-03-29T04:00:00.000Z,-6.8,111.1,-3.7,0.7,-1.1,4,502,0.1,-3.6,3.3,148962
 2019-03-29T05:00:00.000Z,-6.8,111.2,-3.9,0.1,-0.5,4,499,-0.4,-4,3.2,144096
 2019-03-29T06:00:00.000Z,-6.8,111.2,-3.7,1.6,0.1,4.2,480,-0.2,-3.5,3.4,124959
 2019-03-29T07:00:00.000Z,-6.8,111.3,-3.4,2.2,0.5,4.3,470,0.3,-4,3.5,126374
 2019-03-29T08:00:00.000Z,-6.8,111.3,-2.2,2.7,-0.8,4.6,493,-0.9,-4.4,3.4,125576
 2019-03-29T09:00:00.000Z,-6.8,111.3,-3.3,2,0,4.4,484,-0.9,-3.9,3.4,122431
 2019-03-29T10:00:00.000Z,-6.8,111.4,-3.5,2.9,-0.5,4.8,495,-1.1,-4,3.1,105056
 2019-03-29T11:00:00.000Z,-6.8,111.4,-3.7,2.1,-1,4.6,491,0.1,-4.4,2.8,83317
 2019-03-29T12:00:00.000Z,-6.8,111.5,-4.4,1.5,0.3,4.7,495,1.7,-4.7,2.4,68434
 2019-03-29T13:00:00.000Z,-6.8,111.5,-4.3,1.3,-0.1,4.6,485,1.9,-4.8,2,68610
 2019-03-29T14:00:00.000Z,-6.7,111.5,-4.4,1.5,-1.5,4.9,470,1.5,-4.4,1.8,69999
 2019-03-29T15:00:00.000Z,-6.7,111.6,-4.5,1.2,-1.2,4.9,457,-0.8,-4.4,1.8,63015
 2019-03-29T16:00:00.000Z,-6.7,111.6,-4,2.2,-0.3,4.7,447,-1.5,-3.8,2,46425
 2019-03-29T17:00:00.000Z,-6.7,111.7,-3.6,2.5,-1.3,4.7,443,-1.7,-3.3,2,42767
 2019-03-29T18:00:00.000Z,-6.7,111.7,-4.3,2.2,-0.1,4.9,439,-1.9,-3.3,1.3,25459
 2019-03-29T19:00:00.000Z,-6.7,111.8,-4.2,2,0.4,4.8,425,-1.2,-2.6,1.7,45728
 2019-03-29T20:00:00.000Z,-6.7,111.8,-4,2.5,0.1,4.8,426,-1,-2.7,2.5,55363
 2019-03-29T21:00:00.000Z,-6.7,111.8,-3.3,1.9,-0.1,3.9,414,-0.9,-1.8,4.4,36490
 2019-03-29T22:00:00.000Z,-6.7,111.9,-3.5,1.9,0.6,4.3,419,-1.4,-0.5,3.9,33315
 2019-03-29T23:00:00.000Z,-6.7,111.9,-2.9,3,0.4,4.5,416,-1.1,1.3,4,36607
 2019-03-30T00:00:00.000Z,-6.7,112,-3.8,2.7,-0.2,4.7,411,-1,1.9,2.9,37760
 2019-03-30T01:00:00.000Z,-6.7,112,-3.2,3.1,0.5,4.5,412,-0.7,2.2,2.7,30589
 2019-03-30T02:00:00.000Z,-6.7,112,-3.4,2.6,0.2,4.3,414,-0.9,3.1,2.9,29998
 2019-03-30T03:00:00.000Z,-6.7,112.1,-2.5,2.9,0.1,4.2,411,-0.7,1.7,3.3,41438
 2019-03-30T04:00:00.000Z,-6.7,112.1,-3.7,1.2,0.8,4,403,-0.6,1.3,2.7,33762
 2019-03-30T05:00:00.000Z,-6.7,112.2,-3.2,2.3,0.7,4.1,404,-1,-0.7,3.1,45300
 2019-03-30T06:00:00.000Z,-6.7,112.2,-2.7,2.7,0.6,3.9,390,-1.1,-1.5,3.1,41627
 2019-03-30T07:00:00.000Z,-6.7,112.3,-3.5,1.4,0.4,3.8,402,-1.8,-2.6,3,41670
 2019-03-30T08:00:00.000Z,-6.7,112.3,-3.2,0.1,0.7,3.4,401,-2.1,-3,3.7,54622
 2019-03-30T09:00:00.000Z,-6.7,112.3,-2.8,1,1.6,3.5,397,-2.6,-3.6,3.9,56253
 2019-03-30T10:00:00.000Z,-6.7,112.4,-2.8,1.8,1.1,3.6,393,-2.5,-3.4,3.9,53952
 2019-03-30T11:00:00.000Z,-6.7,112.4,-2.6,0.9,1.3,3.2,388,-2.1,-2.9,4.1,54814
 2019-03-30T12:00:00.000Z,-6.7,112.5,-2.9,1.1,1.7,3.6,390,-2.2,-3.2,3.8,52018
 2019-03-30T13:00:00.000Z,-6.7,112.5,-2.7,-0.2,1.8,3.3,385,-2,-2.9,3.8,50476
 2019-03-30T14:00:00.000Z,-6.7,112.5,-2.9,0.3,1,3.2,384,-2,-2.9,3.5,48502
 2019-03-30T15:00:00.000Z,-6.7,112.6,-2.8,-1.1,0.2,3.1,387,-2.2,-3.2,3.5,45923
 2019-03-30T16:00:00.000Z,-6.7,112.6,-2.7,-0.7,0.6,3,384,-2.1,-3,3.6,45830
 2019-03-30T17:00:00.000Z,-6.7,112.7,-2.8,-0.5,0.7,3,378,-2,-2.7,3.4,44175
 2019-03-30T18:00:00.000Z,-6.7,112.7,-2.9,-0.1,-0.2,2.9,372,-2.5,-2.7,3.2,48564
 2019-03-30T19:00:00.000Z,-6.7,112.7,-2.7,-0.7,-0.1,2.9,372,-2.3,-3.4,3.3,42642
 2019-03-30T20:00:00.000Z,-6.7,112.8,-2.8,-0.3,-0.2,2.8,370,-2.3,-2.9,3.2,41593
 2019-03-30T21:00:00.000Z,-6.7,112.8,-2.9,0.3,-0.2,3,372,-2.1,-2.5,3.7,45956
 2019-03-30T22:00:00.000Z,-6.7,112.9,-2,2.1,0.4,3.2,377,-2,-1.5,4.6,40919
 2019-03-30T23:00:00.000Z,-6.7,112.9,-1.4,2.8,0,3.3,379,-1.6,-0.2,5.8,36750
 2019-03-31T00:00:00.000Z,-6.7,113,-1.3,3.1,0.6,3.4,379,-2.2,0.5,8.6,24985
 2019-03-31T01:00:00.000Z,-6.7,113,0.2,2.3,0.4,3.4,377,-1.5,1.2,12.1,23934
 2019-03-31T02:00:00.000Z,-6.7,113,1.6,0.3,-4.2,5,381,0.7,1.6,13.5,20287
 2019-03-31T03:00:00.000Z,-6.7,113.1,1.2,1,-3.2,5.5,387,-1,0.2,9.1,58110
 2019-03-31T04:00:00.000Z,-6.7,113.1,0.6,3.5,-1.6,5.3,390,-1.7,-0.5,9.1,73295
 2019-03-31T05:00:00.000Z,-6.7,113.2,-0.1,3.9,2.3,5.6,389,-1.3,-0.4,9.7,80368
 2019-03-31T06:00:00.000Z,-6.7,113.2,0.6,4.3,-2.1,5.5,392,-2.5,-0.1,9.4,94044
 2019-03-31T07:00:00.000Z,-6.7,113.2,1.3,2.9,-0.2,5.1,394,-2.5,-0.3,9.1,108580
 2019-03-31T08:00:00.000Z,-6.7,113.3,1.6,1.7,0.7,4.3,394,-2.6,-0.4,9.8,110242
 2019-03-31T09:00:00.000Z,-6.7,113.3,-1.4,-0.8,4.3,4.8,394,-1.3,-1.5,9.7,96430
 2019-03-31T10:00:00.000Z,-6.7,113.4,-2.9,2.7,3.7,6.2,386,0.7,-0.1,9.2,67137
 2019-03-31T11:00:00.000Z,-6.7,113.4,-2.6,3.9,2.4,6,388,1.8,-0.2,8.6,86316
 2019-03-31T12:00:00.000Z,-6.7,113.5,0.9,2.4,-3.8,5.1,401,-1.3,-1.5,8.6,117603
 2019-03-31T13:00:00.000Z,-6.7,113.5,0.6,3.1,-2,4.5,391,1.1,-2.4,7.5,141435
 2019-03-31T14:00:00.000Z,-6.7,113.5,0.5,1.3,-1.7,4.6,400,0.4,-1.4,6.8,121089
 2019-03-31T15:00:00.000Z,-6.7,113.6,-0.7,2.7,-0.1,3.2,404,-0.3,-2,6.7,129614
 2019-03-31T16:00:00.000Z,-6.6,113.6,-2.1,0.3,0.6,3.1,406,-0.3,-2.5,6.6,124540
 2019-03-31T17:00:00.000Z,-6.6,113.7,-0.9,1.7,1.1,3.7,414,-1.1,-1.8,6.1,110032
 2019-03-31T18:00:00.000Z,-6.6,113.7,1.9,2.1,-1.1,3.6,419,-2,-1.3,5.9,110480
 2019-03-31T19:00:00.000Z,-6.6,113.7,0,2.1,-0.3,3.6,412,-1.7,-1.1,5.6,102924
 2019-03-31T20:00:00.000Z,-6.6,113.8,0.3,1.9,1.5,3.4,410,-0.4,-0.9,4.9,92658
 2019-03-31T21:00:00.000Z,-6.6,113.8,-1,2.3,1.3,3.6,405,-0.5,-0.5,5.4,86600
 2019-03-31T22:00:00.000Z,-6.6,113.9,-3.8,-0.6,1.2,4.1,384,0.9,-2.7,3.4,64734
 2019-03-31T23:00:00.000Z,-6.6,113.9,-3.9,1.4,0.3,4.2,382,-0.6,0.1,3,61444
 2019-04-01T00:00:00.000Z,-6.6,113.9,-0.4,3,-0.1,3.8,401,-1.4,1.4,4.7,85322
 2019-04-01T01:00:00.000Z,-6.6,114,-0.2,2.9,-1.1,3.7,401,-2.4,1.5,5.1,92348
 2019-04-01T02:00:00.000Z,-6.6,114,-0.7,2.4,0.3,3.9,395,-0.8,1.5,4.4,70423
 2019-04-01T03:00:00.000Z,-6.6,114.1,-1.7,3.1,0.6,3.9,393,-0.6,2.2,4.8,72206
 2019-04-01T04:00:00.000Z,-6.6,114.1,-2.9,-0.1,0.1,3.7,397,-0.1,-1,6.8,91028
 2019-04-01T05:00:00.000Z,-6.6,114.2,-2.2,2.1,-2.2,4.4,395,-0.4,0.2,6.6,89584
 2019-04-01T06:00:00.000Z,-6.6,114.2,-2.3,3,-1.5,4.9,393,0.5,1.1,6.9,86510
 2019-04-01T07:00:00.000Z,-6.6,114.2,3.7,-1.2,-3,5.4,410,1.8,-2,7.4,80644
 2019-04-01T08:00:00.000Z,-6.6,114.3,5.3,-0.3,-0.5,5.8,421,1.7,-2,7.9,74727
 2019-04-01T09:00:00.000Z,-6.6,114.3,3.7,2.8,-3.2,5.7,409,-0.7,-0.8,6.7,64645
 2019-04-01T10:00:00.000Z,-6.6,114.4,2.5,3.3,-2.9,5.2,411,-1.7,-0.5,6.9,72946
 2019-04-01T11:00:00.000Z,-6.6,114.4,-1.9,2.6,-0.1,4,397,-0.5,0.1,7.9,86194
 2019-04-01T12:00:00.000Z,-6.6,114.4,-1.1,2.5,-0.4,4.6,400,-0.5,0.8,6.4,71304
 2019-04-01T13:00:00.000Z,-6.6,114.5,1.3,2.9,-3,4.6,407,-1.6,0.3,6.7,71862
 2019-04-01T14:00:00.000Z,-6.6,114.5,-0.8,1.7,-1.6,3.7,396,-0.7,-0.2,6.3,83175
 2019-04-01T15:00:00.000Z,-6.6,114.6,-1.9,0.2,-1.2,3.4,391,-0.4,-0.2,4.8,74057
 2019-04-01T16:00:00.000Z,-6.6,114.6,-2.4,0.2,-1.2,3.2,381,-0.7,0.1,3.9,66810
 2019-04-01T17:00:00.000Z,-6.6,114.7,-3,-0.2,0,3.4,374,0.4,0.1,4.1,60103
 2019-04-01T18:00:00.000Z,-6.6,114.7,-3.2,-1.7,0.9,3.9,378,1.3,-1.2,4.6,55538
 2019-04-01T19:00:00.000Z,-6.6,114.7,-3.5,-0.5,1.5,4,378,1.4,-0.5,3.8,51854
 2019-04-01T20:00:00.000Z,-6.6,114.8,-3.9,0.2,0.7,4.3,372,0.3,0.4,4.2,50044
 2019-04-01T21:00:00.000Z,-6.6,114.8,-4.9,-0.3,1.4,5.2,370,0.8,-0.2,4.4,47735
 2019-04-01T22:00:00.000Z,-6.6,114.9,-4.3,-1,1.7,4.8,368,1.7,-0.7,4.2,45103
 2019-04-01T23:00:00.000Z,-6.6,114.9,-3.7,-0.1,2.1,4.6,377,1.1,0,3.9,53480
 2019-04-02T00:00:00.000Z,-6.6,114.9,-3.9,1.8,0.1,4.6,379,-1.4,0.8,3.5,55611
 2019-04-02T01:00:00.000Z,-6.6,115,-2.9,1.9,1,4.2,377,0.2,2.6,3.1,49793
 2019-04-02T02:00:00.000Z,-6.6,115,-3.4,1,2.2,4.4,374,1.4,2.1,3,51445
